;Unnamed: 0;pengguna;Tweets;sentimen;step01;tokens;final_tokens;step02
37;37;CucupSupriyadi;RT @mediaindonesia: Dalam survei yang melibatkan 1.200 responden itu, Ridwan Kamil paling banyak dipilih karena dinilai sebagai pribadi sed…;0;rt user dalam survei yang melibatkan number responden itu ridwan kamil paling banyak dipilih karena dinilai sebagai pribadi sed;['rt', 'user', 'dalam', 'survei', 'yang', 'melibatkan', 'number', 'responden', 'itu', 'ridwan', 'kamil', 'paling', 'banyak', 'dipilih', 'karena', 'dinilai', 'sebagai', 'pribadi', 'sed'];['rt', 'user', 'dalam', 'survei', 'yang', 'melibatkan', 'number', 'responden', 'itu', 'ridwan', 'kamil', 'paling', 'banyak', 'dipilih', 'karena', 'dinilai', 'sebagai', 'pribadi', 'sed'];rt user dalam survei yang melibatkan number responden itu ridwan kamil paling banyak dipilih karena dinilai sebagai pribadi sed
38;38;mediaindonesia;Kementerian Pendidikan Kebudayaan Riset dan Teknologi (Kemendikbudristek) RI telah menetapkan tujuh budaya tak bend… https://t.co/2DP9LludHe;0;kementerian pendidikan kebudayaan riset dan teknologi kemendikbudristek ri telah menetapkan tujuh budaya tak bend co2dp9lludhe;['kementerian', 'pendidikan', 'kebudayaan', 'riset', 'dan', 'teknologi', 'kemendikbudristek', 'ri', 'telah', 'menetapkan', 'tujuh', 'budaya', 'tak', 'bend', 'co2dp9lludhe'];['kementerian', 'pendidikan', 'kebudayaan', 'riset', 'dan', 'teknologi', 'kemendikbudristek', 'ri', 'telah', 'menetapkan', 'tujuh', 'budaya', 'tak', 'bend', 'co2dp9lludhe'];kementerian pendidikan kebudayaan riset dan teknologi kemendikbudristek ri telah menetapkan tujuh budaya tak bend co2dp9lludhe
39;39;AryaSap24;RT @mediaindonesia: Dalam survei yang melibatkan 1.200 responden itu, Ridwan Kamil paling banyak dipilih karena dinilai sebagai pribadi sed…;0;rt user dalam survei yang melibatkan number responden itu ridwan kamil paling banyak dipilih karena dinilai sebagai pribadi sed;['rt', 'user', 'dalam', 'survei', 'yang', 'melibatkan', 'number', 'responden', 'itu', 'ridwan', 'kamil', 'paling', 'banyak', 'dipilih', 'karena', 'dinilai', 'sebagai', 'pribadi', 'sed'];['rt', 'user', 'dalam', 'survei', 'yang', 'melibatkan', 'number', 'responden', 'itu', 'ridwan', 'kamil', 'paling', 'banyak', 'dipilih', 'karena', 'dinilai', 'sebagai', 'pribadi', 'sed'];rt user dalam survei yang melibatkan number responden itu ridwan kamil paling banyak dipilih karena dinilai sebagai pribadi sed
40;40;mediaindonesia;Perundingan Batas ZEE dengan Vietnam Dipertanyakan Pengamat Maritim  https://t.co/XLHMUWzChn;0;perundingan batas zee dengan vietnam dipertanyakan pengamat maritim coxlhmuwzchn;['perundingan', 'batas', 'zee', 'dengan', 'vietnam', 'dipertanyakan', 'pengamat', 'maritim', 'coxlhmuwzchn'];['perundingan', 'batas', 'zee', 'dengan', 'vietnam', 'dipertanyakan', 'pengamat', 'maritim', 'coxlhmuwzchn'];perundingan batas zee dengan vietnam dipertanyakan pengamat maritim coxlhmuwzchn
41;41;El_Haqka;@mediaindonesia UMKM meronta-ronta karena daya beli masyarakat lemah. Ternyata karena duitnya disimpen ga dibelanjakan.;0;user umkm meronta ronta karena daya beli masyarakat lemah ternyata karena duitnya disimpen ga dibelanjakan;['user', 'umkm', 'meronta', 'ronta', 'karena', 'daya', 'beli', 'masyarakat', 'lemah', 'ternyata', 'karena', 'duitnya', 'disimpen', 'ga', 'dibelanjakan'];['user', 'umkm', 'meronta', 'ronta', 'karena', 'daya', 'beli', 'masyarakat', 'lemah', 'ternyata', 'karena', 'duitnya', 'disimpen', 'ga', 'dibelanjakan'];user umkm meronta ronta karena daya beli masyarakat lemah ternyata karena duitnya disimpen ga dibelanjakan
42;42;mediaindonesia;Menurutnya, anggota atau pengurus AMAN yang merupakan anak adat dari berbagai wilayah adat di Indonesia, tidak laya… https://t.co/PHyZy1YJKN;0;menurutnya anggota atau pengurus aman yang merupakan anak adat dari berbagai wilayah adat di indonesia tidak laya cophyzy1yjkn;['menurutnya', 'anggota', 'atau', 'pengurus', 'aman', 'yang', 'merupakan', 'anak', 'adat', 'dari', 'berbagai', 'wilayah', 'adat', 'di', 'indonesia', 'tidak', 'laya', 'cophyzy1yjkn'];['menurutnya', 'anggota', 'atau', 'pengurus', 'aman', 'yang', 'merupakan', 'anak', 'adat', 'dari', 'berbagai', 'wilayah', 'adat', 'di', 'indonesia', 'tidak', 'laya', 'cophyzy1yjkn'];menurutnya anggota atau pengurus aman yang merupakan anak adat dari berbagai wilayah adat di indonesia tidak laya cophyzy1yjkn
43;43;Wisesa2024;RT @mediaindonesia: Dalam survei yang melibatkan 1.200 responden itu, Ridwan Kamil paling banyak dipilih karena dinilai sebagai pribadi sed…;0;rt user dalam survei yang melibatkan number responden itu ridwan kamil paling banyak dipilih karena dinilai sebagai pribadi sed;['rt', 'user', 'dalam', 'survei', 'yang', 'melibatkan', 'number', 'responden', 'itu', 'ridwan', 'kamil', 'paling', 'banyak', 'dipilih', 'karena', 'dinilai', 'sebagai', 'pribadi', 'sed'];['rt', 'user', 'dalam', 'survei', 'yang', 'melibatkan', 'number', 'responden', 'itu', 'ridwan', 'kamil', 'paling', 'banyak', 'dipilih', 'karena', 'dinilai', 'sebagai', 'pribadi', 'sed'];rt user dalam survei yang melibatkan number responden itu ridwan kamil paling banyak dipilih karena dinilai sebagai pribadi sed
44;44;mediaindonesia;KKP optimistis mampu memenuhi target produksi udang nasional sebanyak 2 juta ton pada tahun 2024 dan memicu bangkit… https://t.co/tTgC67n0ym;0;kkp optimistis mampu memenuhi target produksi udang nasional sebanyak number juta ton pada tahun number dan memicu bangkit cottgc67n0ym;['kkp', 'optimistis', 'mampu', 'memenuhi', 'target', 'produksi', 'udang', 'nasional', 'sebanyak', 'number', 'juta', 'ton', 'pada', 'tahun', 'number', 'dan', 'memicu', 'bangkit', 'cottgc67n0ym'];['kkp', 'optimistis', 'mampu', 'memenuhi', 'target', 'produksi', 'udang', 'nasional', 'sebanyak', 'number', 'juta', 'ton', 'pada', 'tahun', 'number', 'dan', 'memicu', 'bangkit', 'cottgc67n0ym'];kkp optimistis mampu memenuhi target produksi udang nasional sebanyak number juta ton pada tahun number dan memicu bangkit cottgc67n0ym
45;45;mediaindonesia;Otoritas Jasa Keuangan (OJK) mengumumkan hasil Survei Nasional Literasi dan Inklusi Keuangan (SNLIK) 2022 menunjukk… https://t.co/m4x9iz5C1b;0;otoritas jasa keuangan ojk mengumumkan hasil survei nasional literasi dan inklusi keuangan snlik number menunjukk com4x9iz5c1b;['otoritas', 'jasa', 'keuangan', 'ojk', 'mengumumkan', 'hasil', 'survei', 'nasional', 'literasi', 'dan', 'inklusi', 'keuangan', 'snlik', 'number', 'menunjukk', 'com4x9iz5c1b'];['otoritas', 'jasa', 'keuangan', 'ojk', 'mengumumkan', 'hasil', 'survei', 'nasional', 'literasi', 'dan', 'inklusi', 'keuangan', 'snlik', 'number', 'menunjukk', 'com4x9iz5c1b'];otoritas jasa keuangan ojk mengumumkan hasil survei nasional literasi dan inklusi keuangan snlik number menunjukk com4x9iz5c1b
46;46;mediaindonesia;Di tahun ini, BP Batam mengangkat tema “51 tahun BP Batam, Terus Berkarya” sebagai penyulut semangat dalam lika-lik… https://t.co/czSqkskyAk;0;di tahun ini bp batam mengangkat tema number tahun bp batam terus berkarya sebagai penyulut semangat dalam lika lik coczsqkskyak;['di', 'tahun', 'ini', 'bp', 'batam', 'mengangkat', 'tema', 'number', 'tahun', 'bp', 'batam', 'terus', 'berkarya', 'sebagai', 'penyulut', 'semangat', 'dalam', 'lika', 'lik', 'coczsqkskyak'];['di', 'tahun', 'ini', 'bp', 'batam', 'mengangkat', 'tema', 'number', 'tahun', 'bp', 'batam', 'terus', 'berkarya', 'sebagai', 'penyulut', 'semangat', 'dalam', 'lika', 'lik', 'coczsqkskyak'];di tahun ini bp batam mengangkat tema number tahun bp batam terus berkarya sebagai penyulut semangat dalam lika lik coczsqkskyak
47;47;daduk01;@mediaindonesia @bintangemon Bisa di bayaran ke utang gk buk, kasihan pemimpin setelah ini, pusing mikirin utang yg kaga dia bikin;0;user user bisa di bayaran ke utang gk buk kasihan pemimpin setelah ini pusing mikirin utang yg kaga dia bikin;['user', 'user', 'bisa', 'di', 'bayaran', 'ke', 'utang', 'gk', 'buk', 'kasihan', 'pemimpin', 'setelah', 'ini', 'pusing', 'mikirin', 'utang', 'yg', 'kaga', 'dia', 'bikin'];['user', 'user', 'bisa', 'di', 'bayaran', 'ke', 'utang', 'gk', 'buk', 'kasihan', 'pemimpin', 'setelah', 'ini', 'pusing', 'mikirin', 'utang', 'yg', 'kaga', 'dia', 'bikin'];user user bisa di bayaran ke utang gk buk kasihan pemimpin setelah ini pusing mikirin utang yg kaga dia bikin
48;48;kuntoadji;Ikut serta secara aktif atasi krisis Dan resesi nasional .menjaga fiskal Dan moneter dengan seimbang https://t.co/Sexbt2PMLU;0;ikut serta secara aktif atasi krisis dan resesi nasional menjaga fiskal dan moneter dengan seimbang cosexbt time lu;['ikut', 'serta', 'secara', 'aktif', 'atasi', 'krisis', 'dan', 'resesi', 'nasional', 'menjaga', 'fiskal', 'dan', 'moneter', 'dengan', 'seimbang', 'cosexbt', 'time', 'lu'];['ikut', 'serta', 'secara', 'aktif', 'atasi', 'krisis', 'dan', 'resesi', 'nasional', 'menjaga', 'fiskal', 'dan', 'moneter', 'dengan', 'seimbang', 'cosexbt', 'time', 'lu'];ikut serta secara aktif atasi krisis dan resesi nasional menjaga fiskal dan moneter dengan seimbang cosexbt time lu
49;49;mediaindonesia;Wakil Kepala Polri Komisaris Jenderal Polisi Gatot Eddy Pramono mengatakan aparat kepolisian siap melakukan pengama… https://t.co/tPiGazpOTW;0;wakil kepala polri komisaris jenderal polisi gatot eddy pramono mengatakan aparat kepolisian siap melakukan pengama cotpigazpotw;['wakil', 'kepala', 'polri', 'komisaris', 'jenderal', 'polisi', 'gatot', 'eddy', 'pramono', 'mengatakan', 'aparat', 'kepolisian', 'siap', 'melakukan', 'pengama', 'cotpigazpotw'];['wakil', 'kepala', 'polri', 'komisaris', 'jenderal', 'polisi', 'gatot', 'eddy', 'pramono', 'mengatakan', 'aparat', 'kepolisian', 'siap', 'melakukan', 'pengama', 'cotpigazpotw'];wakil kepala polri komisaris jenderal polisi gatot eddy pramono mengatakan aparat kepolisian siap melakukan pengama cotpigazpotw
50;50;mediaindonesia;Menteri Koperasi dan UKM Teten Masduki meresmikan Pos Bloc di Kota Medan, Sumatra Utara.   https://t.co/D73tzwr07q;0;menteri koperasi dan ukm teten masduki meresmikan pos bloc di kota medan sumatra utara cod73tzwr07q;['menteri', 'koperasi', 'dan', 'ukm', 'teten', 'masduki', 'meresmikan', 'pos', 'bloc', 'di', 'kota', 'medan', 'sumatra', 'utara', 'cod73tzwr07q'];['menteri', 'koperasi', 'dan', 'ukm', 'teten', 'masduki', 'meresmikan', 'pos', 'bloc', 'di', 'kota', 'medan', 'sumatra', 'utara', 'cod73tzwr07q'];menteri koperasi dan ukm teten masduki meresmikan pos bloc di kota medan sumatra utara cod73tzwr07q
51;51;mediaindonesia;Masih mengusung nilai-nilai dari “FDR Riding Culture,” yaitu Safe, Care dan Respect, rangkaian kegiatan FDR Day jug… https://t.co/rW7BeURCQR;1;masih mengusung nilai nilai dari fdr riding culture yaitu safe care dan respect rangkaian kegiatan fdr day jug corw7beurcqr;['masih', 'mengusung', 'nilai', 'nilai', 'dari', 'fdr', 'riding', 'culture', 'yaitu', 'safe', 'care', 'dan', 'respect', 'rangkaian', 'kegiatan', 'fdr', 'day', 'jug', 'corw7beurcqr'];['masih', 'mengusung', 'nilai', 'nilai', 'dari', 'fdr', 'riding', 'culture', 'yaitu', 'safe', 'care', 'dan', 'respect', 'rangkaian', 'kegiatan', 'fdr', 'day', 'jug', 'corw7beurcqr'];masih mengusung nilai nilai dari fdr riding culture yaitu safe care dan respect rangkaian kegiatan fdr day jug corw7beurcqr
52;52;mediaindonesia;RATUSAN para pencari kerja terlihat duduk menunggu giliran antiran wawancara kerja untuk industri pernikahan yang d… https://t.co/r96vILS2PQ;0;ratusan para pencari kerja terlihat duduk menunggu giliran antiran wawancara kerja untuk industri pernikahan yang cor96vils2pq;['ratusan', 'para', 'pencari', 'kerja', 'terlihat', 'duduk', 'menunggu', 'giliran', 'antiran', 'wawancara', 'kerja', 'untuk', 'industri', 'pernikahan', 'yang', 'cor96vils2pq'];['ratusan', 'para', 'pencari', 'kerja', 'terlihat', 'duduk', 'menunggu', 'giliran', 'antiran', 'wawancara', 'kerja', 'untuk', 'industri', 'pernikahan', 'yang', 'cor96vils2pq'];ratusan para pencari kerja terlihat duduk menunggu giliran antiran wawancara kerja untuk industri pernikahan yang cor96vils2pq
53;53;suprayoga123;@penjaganyankri @NasDem @DivHumas_Polri @CCICPolri @Puspen_TNI @BNPTRI @jokowi @mohmahfudmd @prabowo @edo751945… https://t.co/v7Nt8r4a5C;0;user user user user user user user user user user cov7nt8r4a5c;['user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'cov7nt8r4a5c'];['user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'cov7nt8r4a5c'];user user user user user user user user user user cov7nt8r4a5c
54;54;agus_abdulah;RT @mediaindonesia: “ASDP, Pelni (Pelayaran Nasional Indonesia) dan Pelindo (Pelabuhan Indonesia) ini kita dorong untuk bersinergi membantu…;0;rt user asdp pelni pelayaran nasional indonesia dan pelindo pelabuhan indonesia ini kita dorong untuk bersinergi membantu;['rt', 'user', 'asdp', 'pelni', 'pelayaran', 'nasional', 'indonesia', 'dan', 'pelindo', 'pelabuhan', 'indonesia', 'ini', 'kita', 'dorong', 'untuk', 'bersinergi', 'membantu'];['rt', 'user', 'asdp', 'pelni', 'pelayaran', 'nasional', 'indonesia', 'dan', 'pelindo', 'pelabuhan', 'indonesia', 'ini', 'kita', 'dorong', 'untuk', 'bersinergi', 'membantu'];rt user asdp pelni pelayaran nasional indonesia dan pelindo pelabuhan indonesia ini kita dorong untuk bersinergi membantu
55;55;mediaindonesia;Jenama Starbucks akan menyajikan minuman, makanan, dan koleksi merchandise khas untuk merayakan dan menikmati suasa… https://t.co/vwFVjQTVl1;0;jenama starbucks akan menyajikan minuman makanan dan koleksi merchandise khas untuk merayakan dan menikmati suasa covwfvjqtvl1;['jenama', 'starbucks', 'akan', 'menyajikan', 'minuman', 'makanan', 'dan', 'koleksi', 'merchandise', 'khas', 'untuk', 'merayakan', 'dan', 'menikmati', 'suasa', 'covwfvjqtvl1'];['jenama', 'starbucks', 'akan', 'menyajikan', 'minuman', 'makanan', 'dan', 'koleksi', 'merchandise', 'khas', 'untuk', 'merayakan', 'dan', 'menikmati', 'suasa', 'covwfvjqtvl1'];jenama starbucks akan menyajikan minuman makanan dan koleksi merchandise khas untuk merayakan dan menikmati suasa covwfvjqtvl1
56;56;mediaindonesia;“ASDP, Pelni (Pelayaran Nasional Indonesia) dan Pelindo (Pelabuhan Indonesia) ini kita dorong untuk bersinergi memb… https://t.co/4QKxcQBC2m;0;asdp pelni pelayaran nasional indonesia dan pelindo pelabuhan indonesia ini kita dorong untuk bersinergi memb co4qkxcqbc2m;['asdp', 'pelni', 'pelayaran', 'nasional', 'indonesia', 'dan', 'pelindo', 'pelabuhan', 'indonesia', 'ini', 'kita', 'dorong', 'untuk', 'bersinergi', 'memb', 'co4qkxcqbc2m'];['asdp', 'pelni', 'pelayaran', 'nasional', 'indonesia', 'dan', 'pelindo', 'pelabuhan', 'indonesia', 'ini', 'kita', 'dorong', 'untuk', 'bersinergi', 'memb', 'co4qkxcqbc2m'];asdp pelni pelayaran nasional indonesia dan pelindo pelabuhan indonesia ini kita dorong untuk bersinergi memb co4qkxcqbc2m
57;57;geletea;RT @mediaindonesia: Kedutaan Besar Republik Indonesia (KBRI) Seoul mengatakan bahwa tidak ada warga negara Indonesia (WNI) yang menjadi kor…;0;rt user kedutaan besar republik indonesia kbri seoul mengatakan bahwa tidak ada warga negara indonesia wni yang menjadi kor;['rt', 'user', 'kedutaan', 'besar', 'republik', 'indonesia', 'kbri', 'seoul', 'mengatakan', 'bahwa', 'tidak', 'ada', 'warga', 'negara', 'indonesia', 'wni', 'yang', 'menjadi', 'kor'];['rt', 'user', 'kedutaan', 'besar', 'republik', 'indonesia', 'kbri', 'seoul', 'mengatakan', 'bahwa', 'tidak', 'ada', 'warga', 'negara', 'indonesia', 'wni', 'yang', 'menjadi', 'kor'];rt user kedutaan besar republik indonesia kbri seoul mengatakan bahwa tidak ada warga negara indonesia wni yang menjadi kor
58;58;Ireng87132114;@penjaganyankri @Paltiwest @NasDem @DivHumas_Polri @CCICPolri @Puspen_TNI @BNPTRI @jokowi @mohmahfudmd @prabowo… https://t.co/YN5bpHKAso;0;user user user user user user user user user user coyn5bphkaso;['user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'coyn5bphkaso'];['user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'coyn5bphkaso'];user user user user user user user user user user coyn5bphkaso
59;59;mediaindonesia;“Melalui Sumpah Pemuda, yang kita kita peringati pada 28 Oktober kemaren kita bias mengambil pelajaran, bahwa musik… https://t.co/hRfOTv2YpI;0;melalui sumpah pemuda yang kita kita peringati pada number oktober kemaren kita bias mengambil pelajaran bahwa musik cohrfotv2ypi;['melalui', 'sumpah', 'pemuda', 'yang', 'kita', 'kita', 'peringati', 'pada', 'number', 'oktober', 'kemaren', 'kita', 'bias', 'mengambil', 'pelajaran', 'bahwa', 'musik', 'cohrfotv2ypi'];['melalui', 'sumpah', 'pemuda', 'yang', 'kita', 'kita', 'peringati', 'pada', 'number', 'oktober', 'kemaren', 'kita', 'bias', 'mengambil', 'pelajaran', 'bahwa', 'musik', 'cohrfotv2ypi'];melalui sumpah pemuda yang kita kita peringati pada number oktober kemaren kita bias mengambil pelajaran bahwa musik cohrfotv2ypi
60;60;mediaindonesia;Kedutaan Besar Republik Indonesia (KBRI) Seoul mengatakan bahwa tidak ada warga negara Indonesia (WNI) yang menjadi… https://t.co/nFYZ0nuRyx;0;kedutaan besar republik indonesia kbri seoul mengatakan bahwa tidak ada warga negara indonesia wni yang menjadi confyz0nuryx;['kedutaan', 'besar', 'republik', 'indonesia', 'kbri', 'seoul', 'mengatakan', 'bahwa', 'tidak', 'ada', 'warga', 'negara', 'indonesia', 'wni', 'yang', 'menjadi', 'confyz0nuryx'];['kedutaan', 'besar', 'republik', 'indonesia', 'kbri', 'seoul', 'mengatakan', 'bahwa', 'tidak', 'ada', 'warga', 'negara', 'indonesia', 'wni', 'yang', 'menjadi', 'confyz0nuryx'];kedutaan besar republik indonesia kbri seoul mengatakan bahwa tidak ada warga negara indonesia wni yang menjadi confyz0nuryx
61;61;usman_deu12;@mediaindonesia Namun utk Capres yg di didukung oleh NASDEM saat ini bakal merusak Citra NASDEM pada Pemilu 2024....;0;user namun utk capres yg di didukung oleh nasdem saat ini bakal merusak citra nasdem pada pemilu number;['user', 'namun', 'utk', 'capres', 'yg', 'di', 'didukung', 'oleh', 'nasdem', 'saat', 'ini', 'bakal', 'merusak', 'citra', 'nasdem', 'pada', 'pemilu', 'number'];['user', 'namun', 'utk', 'capres', 'yg', 'di', 'didukung', 'oleh', 'nasdem', 'saat', 'ini', 'bakal', 'merusak', 'citra', 'nasdem', 'pada', 'pemilu', 'number'];user namun utk capres yg di didukung oleh nasdem saat ini bakal merusak citra nasdem pada pemilu number
62;62;mediaindonesia;Kedutaan Besar RI di Beijing telah mengeluarkan visa bagi 221 wartawan dari berbagai media yang berafiliasi dengan… https://t.co/hN3F6i3OcR;0;kedutaan besar ri di beijing telah mengeluarkan visa bagi number wartawan dari berbagai media yang berafiliasi dengan cohn3f6i3ocr;['kedutaan', 'besar', 'ri', 'di', 'beijing', 'telah', 'mengeluarkan', 'visa', 'bagi', 'number', 'wartawan', 'dari', 'berbagai', 'media', 'yang', 'berafiliasi', 'dengan', 'cohn3f6i3ocr'];['kedutaan', 'besar', 'ri', 'di', 'beijing', 'telah', 'mengeluarkan', 'visa', 'bagi', 'number', 'wartawan', 'dari', 'berbagai', 'media', 'yang', 'berafiliasi', 'dengan', 'cohn3f6i3ocr'];kedutaan besar ri di beijing telah mengeluarkan visa bagi number wartawan dari berbagai media yang berafiliasi dengan cohn3f6i3ocr
63;63;almf117;RT @mediaindonesia: Dua Bulan Menuju 2023, Anggaran Belanja Negara Masih Tersisa Rp1.200 Triliun. Hingga akhir September, alokasi belanja n…;0;rt user dua bulan menuju number anggaran belanja negara masih tersisa rp1 number triliun hingga akhir september alokasi belanja;['rt', 'user', 'dua', 'bulan', 'menuju', 'number', 'anggaran', 'belanja', 'negara', 'masih', 'tersisa', 'rp1', 'number', 'triliun', 'hingga', 'akhir', 'september', 'alokasi', 'belanja'];['rt', 'user', 'dua', 'bulan', 'menuju', 'number', 'anggaran', 'belanja', 'negara', 'masih', 'tersisa', 'rp1', 'number', 'triliun', 'hingga', 'akhir', 'september', 'alokasi', 'belanja'];rt user dua bulan menuju number anggaran belanja negara masih tersisa rp1 number triliun hingga akhir september alokasi belanja
64;64;mediaindonesia;Konser musik 'Berdendang Bergoyang' di Istora Senayan, Sabtu (29/10) malam dihentikan oleh polisi.  https://t.co/afmrF9gppL;0;konser musik berdendang bergoyang di istora senayan sabtu number number malam dihentikan oleh polisi coafmrf9gppl;['konser', 'musik', 'berdendang', 'bergoyang', 'di', 'istora', 'senayan', 'sabtu', 'number', 'number', 'malam', 'dihentikan', 'oleh', 'polisi', 'coafmrf9gppl'];['konser', 'musik', 'berdendang', 'bergoyang', 'di', 'istora', 'senayan', 'sabtu', 'number', 'number', 'malam', 'dihentikan', 'oleh', 'polisi', 'coafmrf9gppl'];konser musik berdendang bergoyang di istora senayan sabtu number number malam dihentikan oleh polisi coafmrf9gppl
65;65;mediaindonesia;Puncak Milad Ke-45 BKPRMI, Prabowo Subianto Sumbang 25 Mobil Pemelihara Masjid  https://t.co/xJQNbloGLs;0;puncak milad ke number bkprmi prabowo subianto sumbang number mobil pemelihara masjid coxjqnblogls;['puncak', 'milad', 'ke', 'number', 'bkprmi', 'prabowo', 'subianto', 'sumbang', 'number', 'mobil', 'pemelihara', 'masjid', 'coxjqnblogls'];['puncak', 'milad', 'ke', 'number', 'bkprmi', 'prabowo', 'subianto', 'sumbang', 'number', 'mobil', 'pemelihara', 'masjid', 'coxjqnblogls'];puncak milad ke number bkprmi prabowo subianto sumbang number mobil pemelihara masjid coxjqnblogls
66;66;SudartoBram;@penjaganyankri @AlberaD5 @NasDem @DivHumas_Polri @CCICPolri @Puspen_TNI @BNPTRI @jokowi @mohmahfudmd @prabowo… https://t.co/qexQgrjRrN;0;user user user user user user user user user user coqexqgrjrrn;['user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'coqexqgrjrrn'];['user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'coqexqgrjrrn'];user user user user user user user user user user coqexqgrjrrn
67;67;DwCuiz;Ya untuk @PDI_Perjuangan karena bpk @jokowi tahu siapa yg seharusnya dicalonkan,  bukan karena anak atau cucu tokoh… https://t.co/dFztZ6Sejh;0;ya untuk user karena bpk user tahu siapa yg seharusnya dicalonkan bukan karena anak atau cucu tokoh codfztz6sejh;['ya', 'untuk', 'user', 'karena', 'bpk', 'user', 'tahu', 'siapa', 'yg', 'seharusnya', 'dicalonkan', 'bukan', 'karena', 'anak', 'atau', 'cucu', 'tokoh', 'codfztz6sejh'];['ya', 'untuk', 'user', 'karena', 'bpk', 'user', 'tahu', 'siapa', 'yg', 'seharusnya', 'dicalonkan', 'bukan', 'karena', 'anak', 'atau', 'cucu', 'tokoh', 'codfztz6sejh'];ya untuk user karena bpk user tahu siapa yg seharusnya dicalonkan bukan karena anak atau cucu tokoh codfztz6sejh
68;68;saleemonia;Oalahh, pantesan hehe https://t.co/e9mkUH7cPI;0;oalahh pantesan hehe coe9mkuh7cpi;['oalahh', 'pantesan', 'hehe', 'coe9mkuh7cpi'];['oalahh', 'pantesan', 'hehe', 'coe9mkuh7cpi'];oalahh pantesan hehe coe9mkuh7cpi
69;69;mediaindonesia;Pada malam Halloween kemarin, lebih tepatnya pada hari Sabtu (29/30) malam, setidaknya sekitar 149 orang dilaporkan… https://t.co/frg2o04jPV;0;pada malam halloween kemarin lebih tepatnya pada hari sabtu number number malam setidaknya sekitar number orang dilaporkan cofrg2o04jpv;['pada', 'malam', 'halloween', 'kemarin', 'lebih', 'tepatnya', 'pada', 'hari', 'sabtu', 'number', 'number', 'malam', 'setidaknya', 'sekitar', 'number', 'orang', 'dilaporkan', 'cofrg2o04jpv'];['pada', 'malam', 'halloween', 'kemarin', 'lebih', 'tepatnya', 'pada', 'hari', 'sabtu', 'number', 'number', 'malam', 'setidaknya', 'sekitar', 'number', 'orang', 'dilaporkan', 'cofrg2o04jpv'];pada malam halloween kemarin lebih tepatnya pada hari sabtu number number malam setidaknya sekitar number orang dilaporkan cofrg2o04jpv
70;70;mediaindonesia;Bila kita tidak melupakan sejarah, Partai NasDem adalah yang pertama kali menyatakan mendukung Joko Widodo sebagai… https://t.co/hKAUtsXEzz;0;bila kita tidak melupakan sejarah partai nasdem adalah yang pertama kali menyatakan mendukung joko widodo sebagai cohkautsxezz;['bila', 'kita', 'tidak', 'melupakan', 'sejarah', 'partai', 'nasdem', 'adalah', 'yang', 'pertama', 'kali', 'menyatakan', 'mendukung', 'joko', 'widodo', 'sebagai', 'cohkautsxezz'];['bila', 'kita', 'tidak', 'melupakan', 'sejarah', 'partai', 'nasdem', 'adalah', 'yang', 'pertama', 'kali', 'menyatakan', 'mendukung', 'joko', 'widodo', 'sebagai', 'cohkautsxezz'];bila kita tidak melupakan sejarah partai nasdem adalah yang pertama kali menyatakan mendukung joko widodo sebagai cohkautsxezz
71;71;SuriaB5;@penjaganyankri @Paltiwest @NasDem @DivHumas_Polri @CCICPolri @Puspen_TNI @BNPTRI @jokowi @mohmahfudmd @prabowo… https://t.co/WEkBDm0dkI;0;user user user user user user user user user user cowekbdm0dki;['user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'cowekbdm0dki'];['user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'user', 'cowekbdm0dki'];user user user user user user user user user user cowekbdm0dki
72;72;mediaindonesia;Sedikitnya 149 orang tewas dan puluhan lainnya luka-luka akibat terinjak-injak pada acara Halloween di pusat kota S… https://t.co/gSZYKGK2xg;0;sedikitnya number orang tewas dan puluhan lainnya luka luka akibat terinjak injak pada acara halloween di pusat kota cogszykgk2xg;['sedikitnya', 'number', 'orang', 'tewas', 'dan', 'puluhan', 'lainnya', 'luka', 'luka', 'akibat', 'terinjak', 'injak', 'pada', 'acara', 'halloween', 'di', 'pusat', 'kota', 'cogszykgk2xg'];['sedikitnya', 'number', 'orang', 'tewas', 'dan', 'puluhan', 'lainnya', 'luka', 'luka', 'akibat', 'terinjak', 'injak', 'pada', 'acara', 'halloween', 'di', 'pusat', 'kota', 'cogszykgk2xg'];sedikitnya number orang tewas dan puluhan lainnya luka luka akibat terinjak injak pada acara halloween di pusat kota cogszykgk2xg
